docker,django,linux,git,fastapi,rest,github,flask,javascript,kubernetes,postgresql,aws,websocket,redis,celery,pandas,jenkins,terraform,gcp,java,kafka,react,bitbucket,asyncio,mongodb,rabbitmq,jwt,azure,numpy,opencv
8,7,5,5,5,4,4,4,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
